Asiakasnro;Y-tunnus;Toimijan nimi1;Toimijan nimi2;TKohdenro;Kohde;Lahiosoite;Postitmp;Toimintaluokka;Toimintaluokan nimi;Toimintatyyppi;Toimintatyypin nimi;Asiakaspaikkojen määrä;Toiminnan aloitus pvm;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16252;Palvelukeskus/Päiväkoti Pikku-Duunari;Sturenkatu 8;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16485;Palvelukeskus/Päiväkoti Terhi;Viides linja 4;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
8192;1739417-3;Etelä-Suomen Klubitalo-osaajat ESKOT ry;;11951;Helsingin Klubitalo;Hämeentie 54;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);60;22.12.2010;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;15999;Palvelukeskus/Päiväkoti Bertha-Maria Hemmet;Töölönkatu 47;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.08.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16317;Palvelukeskus/Päiväkoti Päiväpirtti;Rajasaarentie 6;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16326;Palvelukeskus/Päiväkoti Riikka;Runeberginkatu 63;00260 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
13093;2477664-7;SISUPÄIVÄKODIT OY;;20003;Päiväkoti Arabianhelmi;Koreankatu 2;00560 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
6782;0215261-4;Sedmigradskys Småbarnsskola och Marias Asyl;Stiftelsen Sedmigradsky;6833;Sedmigradskys Småbarnsskola 1;Liisankatu 16;00170 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;13.10.1971;
775;0201242-7;Helsingin seurakuntayhtymä;;10247;Cafe Töölön yhteinen lounas;Topeliuksenkatu 4;00260 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);50;03.06.1983;
4778;0116985-2;Suomen Pelastusarmeijan säätiö;;7122;Pelastusarmeija/Kallio;Alppikatu 25;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);40;01.01.1967;
2980;0733447-6;Helsingin Kristillisen Koulun Kannatusyhdistys ry;;20219;Helsingin Kristillinen Koulu;Pieksupolku 5;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
13182;2441046-9;P & P Laamanen Avoin yhtiö;;20147;Päiväkoti Poiju;Vuosaarentie 10;00980 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.08.2012;
11683;2064565-8;JK Kitchen Oy;;20288;Ravintola Viljami;Viljatie 2;00700 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);78;01.06.2012;
6822;1012020-9;Leipomokahvila Manteli Oy;Annin juhlapalvelu;18862;Manteli Triotto;Läkkisepäntie 21;00620 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;15995;Palvelukeskus/Päiväkoti Aulanko;Aulangontie 4;00710 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.08.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;15996;Palvelukeskus/Päiväkoti Auringonkukka;Kevätkatu 6;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);52;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16022;Palvelukeskus/Päiväkoti Hakuninmaa;Perhekunnantie 1-3;00430 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16033;Palvelukeskus/Päiväkoti Herukka;Kauppakartanonkatu 13;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16074;Palvelukeskus/Päiväkoti Kamomilla;Tilanhoitajankaari 34;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16076;Palvelukeskus/Päiväkoti Kanerva;Pietari Hannikaisen tie 3;00400 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16091;Palvelukeskus/Päiväkoti Kissankello;Leskirouva Freytagin kuja 3;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16004;Palvelukeskus/Päiväkoti Kukkaniitty- Blomängen;Inkeroistentie 6;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16178;Palvelukeskus/Päiväkoti Louhikko;Kiilletie 6;00710 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16186;Palvelukeskus/Päiväkoti Marmori;Marmoritie 8;00710 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.08.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16211;Palvelukeskus/Päiväkoti Myllytonttu;Mustapuronpolku 4;00900 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16239;Palvelukeskus/Päiväkoti Pehtoori;Erik Spåren tie 7;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16251;Palvelukeskus/Päiväkoti Pihlajamäki;Maasälväntie 3;00710 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16257;Palvelukeskus/Daghemmet Pilten;Umpiaidanpolku 6;00840 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16261;Palvelukeskus/Päiväkoti Puotila;Rusthollarinkuja 5;00910 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16264;Palvelukeskus/Päiväkoti Puotinharju;Olavinlinnantie 1 B;00900 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16267;Palvelukeskus/Päiväkoti Puuskakulma;Jollaksentie 67;00850 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16419;Palvelukeskus/Päiväkoti Roihuvuori;Vuorenpeikontie 1;00820 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16420;Palvelukeskus/Päiväkoti Runo;Päijänteentie 3-5;00550 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16461;Palvelukeskus/Päiväkoti Sparven;Liuskekuja 1;00710 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16465;Palvelukeskus/Päiväkoti Strömsinlahti;Untuvaisenkuja 3;00820 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16476;Palvelukeskus/Päiväkoti Tahvonlahti;Gunillantie 10;00870 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16481;Palvelukeskus/Päiväkoti Tammisalo (Tammisalon korttelitalo);Paasitie 5;00830 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16510;Palvelukeskus/Päiväkoti Vaapukka;Ison-Antintie 22;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
2927;0873697-9;Fazer Food Services Oy;;9989;Viikin normaalikoulun ravintola;Kevätkatu 2;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);180;12.11.1998;
3999;0276082-0;Helsingin Steinerpäiväkotien tuki ry;c/o Cedika Oy;4727;Steinerpäiväkoti Aurinkoinen;Korppaanpolku 5;00300 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);36;01.01.1967;
6732;0280659-3;Mannerheimin lastensuojeluliiton Helsingin yhdistys;;9572;Sophie Mannerheimin turvakoti;Kunnallisneuvoksentie 20;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);6;30.09.2004;
3664;1569797-1;Autismisäätiö sr;;13909;Vallilan ohjaus- ja valmennuspalvelut;Kuortaneenkatu 7 B;00520 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;08.06.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7675;Roihuvuoren ala-aste, sivukoulu 2;Sinivuokonpolku 9;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;11976;Palvelukeskus/Pikkuhuopalahden ala-aste ja päiväkoti Purje;Tilkankatu 19;00300 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);150;24.08.2009;
6699;0201242-7;Herttoniemen seurakunta, virasto;;9504;Herttoniemen srk/Herttoniemen kirkon päiväkerho;Hiihtomäentie 23;00800 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
2927;0873697-9;Fazer Food Services Oy;;20645;Fazer Ravintola Alma Media;Alvar Aallon katu 3;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);150;;
3172;1924664-1;Lilinkotisäätiö;;14356;Palvelutalo Sepänkoti;Väärämäentie 2;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);30;;
9432;2330226-3;Elonkaari Oy;;13895;Päiväkoti Verso;Pertunpellontie 5;00740 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;03.05.2010;
2961;0201184-6;Fruntimmersföreningen i Helsingfors r.f.;Hagaro pensionärshem;4234;Pensionärshemmet Hagaro;Tolarintie 2;00400 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.02.2002;
4547;0280567-0;Päiväkoti Tenava Ry;;6542;Päiväkoti Tenava;Vaakamestarinpolku 2 E;00750 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;12.01.1996;
10768;0943967-7;Helsingin lyhytaikaiskoti ja työpaja Lyhty ry;;7645;Lyhty-talo;Tähkätie 4;00390 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;28.06.2007;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;6392;Palvelukeskus/Laakavuoren ala-aste, monitoimitalo;Jänkäpolku 1;00970 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;24.08.1990;
3602;0947779-6;Alces Oy;;20169;Alces Oy/Ravintola Granlunch;Malminkaari 21;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;01.10.2012;
6741;1065566-8;Mi Casita ry.;;20737;Päiväkoti Mi Casita;Maistraatinkatu 1;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;20917;Ratikan päiväkoti;Humalistonkatu 4;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;02.01.2013;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7820;Palvelukeskus/Vuosaaren lukio;Vuosaarentie 7;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);250;;
4735;0907890-4;Sodexo Oy;;21007;Sodexo Valkea Talo;Ilkantie 4;00400 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);150;;
13015;1514364-5;Compass Group Finland Oy;;21155;Ravintola Aroma ja DeliMarché;Teollisuuskatu 15;00510 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;;
4735;0907890-4;Sodexo Oy;;17432;Sodexo/Ravintola Neliapila;Kuortaneenkatu 2;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);280;;
5186;0201375-3;Invalidisäätiö;;11786;Ammattiopisto Live/Läkkisepänkuja 8;Läkkisepänkuja 8;00620 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;10.08.2009;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7818;Vartiokylän yläaste;Rusthollarintie 6;00910 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);140;;
14004;1471728-0;Elämän Nälkään ry;;21878;Syömishäiriökeskus;Malmin kauppatie 26;00700 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7796;Palvelukeskus/Pukinmäenkaaren peruskoulu, Kenttäkuja;Kenttäkuja 12;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;22072;Palvelukeskus/Päiväkoti Kylätie ja Steniuksentien asumisyks.;Steniuksentie 16;00320 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
4735;0907890-4;Sodexo Oy;;22291;Ravintola Lapintiira;Lapinlahdenkatu 1;00180 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;15.08.2013;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;22320;Palvelukeskus/Päiväkoti Axel;Merimiehenkatu 12;00150 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;02.05.2013;
2927;0873697-9;Fazer Food Services Oy;;34875;Amica Validia kuntoutus;Nordenskiöldinkatu 18 B;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
14441;0116647-5;Julkisten ja hyvinvointialojen liitto JHL ry;;22610;Ravintola Hiidenkivi;Sörnäisten rantatie 23;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);200;;
2927;0873697-9;Fazer Food Services Oy;;22675;TeaK;Haapaniemenkatu 6;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);1;;
6791;2071148-3;Taiga Child Oy;;22688;Päiväkoti Luonnossa kotonaan Uikunkoto;Koetilantie 1 C 12;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
14606;2222297-4;KK Kruska Oy;;22997;Ravintola Rudolf, AB-koulu;Lehtikuusentie 6;00270 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);150;;
14606;2222297-4;KK Kruska Oy;;23009;KK Kruska Oy/Ravintola Rudolf, C- koulu;Paraistentie 3;00280 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);200;;
6323;1801682-8;Folkhälsan Välfärd Ab;;23038;Brummerska Hemmets Kök;Pakilantie 109;00670 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);41;;
6323;1801682-8;Folkhälsan Välfärd Ab;;23040;Folkhälsan Blomsterfonden;Pohjolankatu 42;00600 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);55;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7759;Palvelukeskus/Käpylän peruskoulu, Hykkylä;Mäkelänkatu 93;00610 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);200;;
14711;2561686-4;Hoivaonni Oy;;23248;Hoivaonni Viikki;Pasteurinkatu 1 A;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);16;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16492;Palvelukeskus/Päiväkoti Toivo;Apteekkarinraitti 3;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
14814;2536208-3;Pequeño Mundo Oy;;23474;Pequeño Mundo;Castreninkatu 7;00530 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
3630;0356376-5;Antell-Ravintolat Oy;;13077;Antell-ravintola Planmeca Group Oy;Asentajankatu 6;00880 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16108;Palvelukeskus/Päiväkoti Kurki;Karpalokuja 7;00940 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
