Asiakasnro;Y-tunnus;Toimijan nimi1;Toimijan nimi2;TKohdenro;Kohde;Lahiosoite;Postitmp;Toimintaluokka;Toimintaluokan nimi;Toimintatyyppi;Toimintatyypin nimi;Asiakaspaikkojen määrä;Toiminnan aloitus pvm;
3282;0961890-7;Oy Theron Catering Ab;;17535;Kojamo pääkonttori, Theron Catering Oy;Mannerheimintie 168;00300 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);96;24.10.2011;
3999;0276082-0;Helsingin Steinerpäiväkotien tuki ry;c/o Cedika Oy;18090;Steinerpäiväkoti Karitsa;Tuhkimontie 10 I;00820 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);20;02.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16030;Palvelukeskus/Päiväkoti Hertta;Leankatu 6;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16518;Palvelukeskus/Päiväkoti Veijari;Köysikuja 8;00210 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16509;Palvelukeskus/Daghemmet Tärnan;Meripuistotie 7;00200 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16473;Palvelukeskus/Päiväkoti Särki;Särkiniementie 28;00210 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16467;Palvelukeskus/Päiväkoti Susanna;Susannanpenger 1;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16449;Palvelukeskus/Päiväkoti Silkkiuikku;Särkiniementie 29;00210 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16237;Palvelukeskus/Päiväkoti Pasila;Paulankatu 2 A;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;14.11.2011;
11728;9002722-2;Haahtela Oy;;17883;Haahtela Keittiö;Bulevardi 16 B;00120 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;30.11.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7726;Palvelukeskus/ Aurinkolahden peruskoulu;Iiluodonpiha 1;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;02.12.2011;
2999;0201305-9;Hgin Työväenopiston Opistolaisyhd. ry;;4275;Oppiskahvio;Helsinginkatu 26;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;21.12.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16162;Palvelukeskus/Päiväkoti Lehdokki;Pakkamestarinkatu 4;00520 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;23.12.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16176;Palvelukeskus/Päiväkoti Lokki;Puistokaari 4;00200 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;23.12.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16192;Palvelukeskus/Päiväkoti Melkko;Melkonkatu 19 C;00210 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;23.12.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16235;Palvelukeskus/Päiväkoti Pajalahti;Pajalahdentie 10;00200 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;23.12.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16522;Palvelukeskus/Päiväkoti Viikinki;Viikingintie 15;00950 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;30.12.2011;
3630;0356376-5;Antell-Ravintolat Oy;;18741;Antell-ravintola Varikko;Nauvontie 18;00280 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);98;06.02.2012;
6342;1094049-3;Uudenmaan Asumispalvelut Oy;;9077;Sarannekoti;Tuulenpesänkuja 1;00410 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);22;17.01.2012;
4660;2083761-7;Saga Care Finland Oy;;18867;Saga Care Helapuisto/lounasravintola;Helatehtaankatu 1;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;31.01.2012;
10529;1042496-6;Pyhän Helenan säätiö sr;;4838;Hoiva- ja palvelukoti Helena;Hämeentie 55;00580 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);78;01.02.2012;
4735;0907890-4;Sodexo Oy;;18863;Ravintola Pikseli;Jämsänkatu 2;00520 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);75;01.02.2012;
3282;0961890-7;Oy Theron Catering Ab;;13090;Ravintola Lepuuttaja/ Rantatie Business Park;Hermannin Rantatie 8;00580 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);175;03.02.2012;
4595;0953838-4;Ravintotalot Oy;;18837;Ravintola Factory Pitäjänmäki;Valimotie 13 A;00380 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);238;13.02.2012;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7735;Helsingin Kuvataidelukio;Torkkelinkatu 6;00500 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;29.02.2012;
12634;2232225-4;Mammolina Oy;;19175;Päiväkoti Mammolina;Toiskantie 2;00410 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;02.01.2012;
4735;0907890-4;Sodexo Oy;;19320;Sodexo Technopolis Ruoholahti;Energiakuja 3;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);150;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7744;Palvelukeskus/Merilahden pk Kallvikinniementien toimipiste;Kallahdenraitti 1;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16560;Palvelukeskus/Päiväkoti Hiekkalinna;Hiekkalaiturintie 10;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16062;Palvelukeskus/Päiväkoti Jollas;Laitatuulenkaari 2;00850 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16087;Palvelukeskus/Päiväkoti Katiska;Harustie 4;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16089;Palvelukeskus/Päiväkoti Keula;Keulatie 4;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;18066;Palvelukeskus/Päiväkoti Koralli;Punakiventie 12;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;03.10.2011;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16099;Palvelukeskus/Päiväkoti Kotikallio;Saarenkatu 4;00550 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16214;Palvelukeskus/Päiväkoti Myrskyluoto;Leikosaarenkuja 6;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16258;Palvelukeskus/Päiväkoti Porslahti;Marielundinaukio 4;00960 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16323;Palvelukeskus/Päiväkoti Rastila;Halkaisijanpolku 1;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16427;Palvelukeskus/Päiväkoti Santahamina;Santahamina C 40;00860 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16515;Palvelukeskus/Päiväkoti Vankkuri;Rastilanpolku 1;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
12808;2204450-6;Hämmentäjät Avoin Yhtiö;;19452;Lounasravintola Kuparipata;Hankasuontie 8;00390 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);60;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;18583;Syystien vanhustenkeskus;Syystie 15;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;12.01.2012;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7676;Palvelukeskus/Jakomäen yläaste;Somerikkopolku 6;00770 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
3654;1998395-9;ASPA Palvelut Oy;;4980;Aivovammaisten toimintayksikkö Manteli ja Tilapäis;Ränkitie 5-7;00750 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);8;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19579;Palvelukeskus/Auringonpilkun ala-aste;Villiruusunkuja 4;00980 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7728;Botby högstadieskola;Kukkaniityntie 2;00900 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);174;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7674;Palvelukeskus/Siltamäen ala-aste;Siltakyläntie 9;00740 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7661;Palvelukeskus/Staffansby lågstadieskola;Laulurastaantie 20;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);25;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;15992;Palvelukeskus/Päiväkoti Asteri;Asteritie 12;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16034;Palvelukeskus/Päiväkoti Himmeli;Olkilyhteentie 17;00740 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16040;Palvelukeskus/Päiväkoti Impivaara;Sompiontori 3;00730 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16561;Palvelukeskus/Päiväkoti Kaskisavu;Töyrynummentie 6;00740 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16564;Palvelukeskus/Päiväkoti Kotilo;Somerikkokuja 1;00770 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16103;Palvelukeskus/Päiväkoti Kumina;Pikkaraistie 7;00750 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16177;Palvelukeskus/Päiväkoti Longinoja;Ampujantie 9;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16219;Palvelukeskus/Päiväkoti Naava;Jakomäenpolku 5;00770 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16227;Palvelukeskus/Päiväkoti Nuotti, A-talo;Jokipellontie 15;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16243;Palvelukeskus/Päiväkoti Pentinkulma;Linnunradantie 6;00740 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16247;Palvelukeskus/Päiväkoti Perttu;Pertunpellontie 10;00740 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16260;Palvelukeskus/Päiväkoti Puimuri;Kujanen 4;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16426;Palvelukeskus/Päiväkoti Saniainen;Saniaiskuja 1;00730 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16443;Palvelukeskus/Päiväkoti Savela;Savelantie 9;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
1141;0312081-7;Rikosseuraamuslaitos Helsingin vankila;;10454;Helsingin vankila ruokala ja kanttiini;Ristikkokatu 8,;00580 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;12.04.2012;
3026;0906333-1;ISS Palvelut Oy;;35008;Varma Valimotie/Ravintola Fero;Valimotie 9-11;00380 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;05.03.2018;
20487;2882164-4;HN Foods OY;;35005;Hanna-Koti;Tyynylaavantie 19;00980 ;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);30;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;6375;Aleksis Kiven peruskoulu;Porvoonkatu 2;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);60;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19818;Palvelukeskus/Kannelmäen peruskoulu ala-aste;Kanneltie 1;00420 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);140;01.08.2012;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19830;Palvelukeskus/Päiväkoti Wilhola;Mikonkatu 18 C 14;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19847;Palvelukeskus/Pihkapuiston ala-aste ja Lpk Kaunokki;Tuohipolku 10;00410 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);120;01.08.2012;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16444;Palvelukeskus/Päiväkoti Savotta;Puunkaatajantie 16;00760 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16452;Palvelukeskus/Päiväkoti Sinivuori;Säterintie 28;00720 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16462;Palvelukeskus/Päiväkoti Staffan;Laulurastaantie 20;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16469;Palvelukeskus/Päiväkoti Suurmetsä;Kalteenpolku 3;00770 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16472;Palvelukeskus/Päiväkoti Suvi;Suvikuja 3;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16480;Palvelukeskus/Päiväkoti Takatasku;Takaniitynpolku 1;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16521;Palvelukeskus/Päiväkoti Vihtori;Mehiläistie 6;00750 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16536;Palvelukeskus/Päiväkoti Ylä-Malmi;Notkotie 12;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19846;Palvelukeskus/Kannelmäen peruskoulu, Runonlaulajantie;Runonlaulajantie 40;00420 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);100;01.08.2012;
13015;1514364-5;Compass Group Finland Oy;;19850;Ravintola Arabianranta;Hämeentie 135 A;00560 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);360;;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;19911;Palvelukeskus/Päiväkoti Sohvila;Sofianlehdonkatu 10;00610 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;;
11449;2387629-1;T & A Aistola Oy;;17413;Ravintola Tornitupa;Haapaniemenkatu 7-9 B;00530 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);51;14.02.2011;
4735;0907890-4;Sodexo Oy;;6938;Ravintola La Mer;John Stenbergin ranta 6;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16073;Palvelukeskus/Päiväkoti Kallio;Helmiäispolku 5;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;16475;Palvelukeskus/Päiväkoti Sörkka;Vetehisenkuja 3;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7737;Palvelukeskus/Stadin ammattiopisto, Sturenkatu;Sturenkatu 18-22;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7746;Palvelukeskus/Kallion lukio;Porthaninkatu 15;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);165;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;7824;Åshöjdens Grundskolan;Sturenkatu 6;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
19585;0201256-6;Helsingin kaupungin palvelukeskus, monipalvelut;;15988;Palvelukeskus/Päiväkoti Alppimaja;Castreninkatu 28;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.50;Suurtalous, laitoskeittiötoiminta (koulut, päiväkodit, sairaalat, henkilöstöravintolat);-;01.01.1967;
